                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 0.9418,                0.68905,                 1.0292,                0.75377,                0.78329,                0.80466,                0.67056,                 1.1065,                0.97737,                 1.1208,               0.002575,               0.002575,               0.002575
                    152,                0.94019,                0.69094,                 1.0278,                0.73767,                0.78401,                0.80469,                0.67016,                  1.107,                0.97892,                 1.1211,              0.0025255,              0.0025255,              0.0025255
                    153,                0.93681,                0.68693,                 1.0262,                0.74056,                0.78738,                0.80501,                0.67084,                 1.1071,                0.97879,                 1.1213,               0.002476,               0.002476,               0.002476
                    154,                0.93675,                0.67808,                 1.0272,                0.74271,                0.78546,                0.80496,                0.67133,                 1.1071,                0.97845,                 1.1213,              0.0024265,              0.0024265,              0.0024265
                    155,                0.93586,                0.68241,                 1.0264,                 0.7616,                 0.7831,                0.80484,                0.67089,                 1.1073,                0.97868,                 1.1211,               0.002377,               0.002377,               0.002377
                    156,                0.93198,                0.67757,                 1.0238,                0.76171,                0.78326,                0.80465,                0.67027,                 1.1078,                0.97989,                 1.1216,              0.0023275,              0.0023275,              0.0023275
                    157,                0.93525,                0.68257,                 1.0266,                0.76191,                0.78453,                0.80536,                0.67197,                 1.1078,                0.98054,                 1.1215,               0.002278,               0.002278,               0.002278
                    158,                0.93366,                0.67802,                 1.0226,                0.74533,                0.78641,                  0.806,                0.67173,                 1.1083,                0.98119,                 1.1217,              0.0022285,              0.0022285,              0.0022285
                    159,                0.93215,                0.67562,                 1.0231,                0.74568,                0.78717,                0.80583,                0.67164,                 1.1081,                0.98182,                 1.1212,               0.002179,               0.002179,               0.002179
                    160,                0.92466,                0.67611,                 1.0219,                0.74527,                0.78702,                0.80494,                0.67098,                 1.1091,                0.98322,                 1.1218,              0.0021295,              0.0021295,              0.0021295
                    161,                0.92876,                0.67136,                 1.0216,                0.74514,                0.78713,                0.80539,                0.67093,                 1.1092,                0.98362,                  1.122,                0.00208,                0.00208,                0.00208
                    162,                0.92317,                0.66838,                 1.0183,                0.74842,                0.78396,                0.80478,                0.67016,                 1.1091,                0.98375,                  1.122,              0.0020305,              0.0020305,              0.0020305
                    163,                0.91772,                0.66384,                 1.0167,                0.74808,                0.78613,                0.80455,                0.66985,                 1.1096,                0.98451,                 1.1222,               0.001981,               0.001981,               0.001981
                    164,                0.92168,                 0.6691,                 1.0189,                 0.7484,                0.78667,                 0.8048,                0.67083,                 1.1097,                0.98527,                 1.1221,              0.0019315,              0.0019315,              0.0019315
                    165,                0.91907,                0.66296,                 1.0184,                0.74858,                0.78733,                 0.8048,                0.67071,                 1.1103,                0.98688,                 1.1229,               0.001882,               0.001882,               0.001882
                    166,                0.91518,                0.66437,                 1.0173,                0.74943,                0.78621,                0.80481,                 0.6706,                 1.1102,                0.98681,                 1.1227,              0.0018325,              0.0018325,              0.0018325
                    167,                 0.9195,                0.66364,                 1.0165,                0.74964,                0.78533,                 0.8048,                0.67071,                   1.11,                0.98759,                 1.1224,               0.001783,               0.001783,               0.001783
                    168,                0.90992,                0.65623,                  1.013,                0.75057,                0.78426,                 0.8041,                0.66892,                 1.1105,                0.98805,                 1.1228,              0.0017335,              0.0017335,              0.0017335
                    169,                0.91385,                0.65752,                  1.015,                 0.7504,                0.78461,                 0.8039,                0.67064,                 1.1106,                0.98884,                 1.1227,               0.001684,               0.001684,               0.001684
                    170,                0.91655,                0.65566,                 1.0142,                0.75081,                0.78374,                 0.8039,                0.67003,                 1.1108,                0.98983,                 1.1228,              0.0016345,              0.0016345,              0.0016345
                    171,                0.90607,                0.65291,                 1.0129,                0.74086,                0.79224,                0.80362,                0.66956,                 1.1106,                0.99073,                 1.1228,               0.001585,               0.001585,               0.001585
                    172,                0.90896,                0.65007,                 1.0109,                0.74011,                0.79262,                0.80356,                0.66954,                 1.1115,                0.99081,                 1.1233,              0.0015355,              0.0015355,              0.0015355
                    173,                0.90061,                0.64423,                 1.0069,                0.73943,                0.79254,                0.80429,                0.67094,                 1.1119,                0.99203,                 1.1235,               0.001486,               0.001486,               0.001486
                    174,                0.90343,                0.64293,                 1.0093,                0.74258,                0.77508,                0.80227,                0.66762,                  1.112,                0.99175,                 1.1232,              0.0014365,              0.0014365,              0.0014365
                    175,                0.89942,                0.64751,                 1.0111,                0.74199,                0.77908,                0.80171,                0.66853,                 1.1128,                0.99362,                 1.1236,               0.001387,               0.001387,               0.001387
                    176,                0.90617,                0.64494,                 1.0106,                0.74274,                0.77644,                0.80191,                0.66856,                 1.1128,                0.99441,                 1.1236,              0.0013375,              0.0013375,              0.0013375
                    177,                0.89421,                0.63658,                 1.0065,                0.75981,                 0.7745,                0.80186,                0.66775,                 1.1133,                0.99462,                 1.1242,               0.001288,               0.001288,               0.001288
                    178,                0.89705,                0.63637,                 1.0069,                0.77031,                0.76796,                 0.8021,                0.66888,                 1.1138,                 0.9953,                 1.1247,              0.0012385,              0.0012385,              0.0012385
                    179,                0.89486,                0.63509,                 1.0079,                0.77012,                0.76825,                0.80214,                0.66921,                 1.1142,                0.99608,                 1.1251,               0.001189,               0.001189,               0.001189
                    180,                0.89234,                0.63127,                 1.0052,                0.77046,                0.76787,                0.80222,                0.66927,                 1.1147,                0.99645,                 1.1252,              0.0011395,              0.0011395,              0.0011395
                    181,                0.88418,                0.63177,                  1.003,                 0.7703,                0.76801,                0.80232,                0.66881,                  1.115,                0.99734,                 1.1254,                0.00109,                0.00109,                0.00109
                    182,                0.88565,                0.62634,                 1.0017,                0.77078,                0.76686,                0.80287,                0.66993,                 1.1153,                0.99735,                 1.1259,              0.0010405,              0.0010405,              0.0010405
                    183,                0.88401,                0.62486,                 1.0021,                0.77067,                0.76717,                0.80286,                0.66972,                 1.1153,                0.99791,                  1.126,               0.000991,               0.000991,               0.000991
                    184,                0.88318,                0.62441,                 1.0025,                0.77076,                0.76698,                0.80291,                0.66997,                 1.1157,                0.99869,                 1.1264,              0.0009415,              0.0009415,              0.0009415
                    185,                0.88436,                0.62542,                 1.0017,                0.77075,                0.76716,                0.80295,                0.67061,                  1.116,                0.99905,                 1.1267,               0.000892,               0.000892,               0.000892
                    186,                 0.8804,                0.62293,                 1.0012,                0.77093,                0.76678,                0.80159,                 0.6687,                 1.1166,                 1.0003,                 1.1271,              0.0008425,              0.0008425,              0.0008425
                    187,                0.87595,                0.62293,                 1.0015,                0.77057,                0.76976,                0.80241,                0.67037,                  1.117,                 1.0005,                 1.1272,               0.000793,               0.000793,               0.000793
                    188,                0.88041,                0.61897,                 1.0005,                0.77041,                0.77013,                0.80241,                0.66994,                 1.1173,                 1.0013,                 1.1275,              0.0007435,              0.0007435,              0.0007435
                    189,                0.87343,                0.61302,                0.99501,                  0.771,                0.76999,                0.80316,                0.67035,                 1.1176,                 1.0016,                 1.1276,               0.000694,               0.000694,               0.000694
                    190,                0.87528,                0.61833,                 1.0011,                0.80316,                 0.7395,                0.80293,                0.67069,                 1.1177,                 1.0022,                 1.1277,              0.0006445,              0.0006445,              0.0006445
                    191,                0.85175,                0.53333,                 0.9755,                0.80237,                0.74015,                0.80284,                0.67037,                 1.1179,                 1.0038,                 1.1279,               0.000595,               0.000595,               0.000595
                    192,                 0.8346,                0.51922,                0.96776,                 0.8029,                 0.7401,                0.80291,                0.67059,                 1.1181,                 1.0046,                  1.128,              0.0005455,              0.0005455,              0.0005455
                    193,                0.83477,                0.51911,                0.96833,                0.80313,                0.74034,                0.80306,                 0.6702,                 1.1183,                 1.0055,                 1.1281,               0.000496,               0.000496,               0.000496
                    194,                0.83058,                 0.5169,                0.96571,                0.78433,                0.75671,                0.80371,                0.67124,                 1.1187,                 1.0063,                 1.1285,              0.0004465,              0.0004465,              0.0004465
                    195,                0.82673,                0.51185,                0.96492,                0.79078,                 0.7511,                 0.8032,                0.67113,                 1.1188,                 1.0072,                 1.1284,               0.000397,               0.000397,               0.000397
                    196,                0.82124,                 0.5093,                0.96099,                0.79563,                0.74808,                0.80314,                0.67232,                 1.1192,                 1.0084,                 1.1288,              0.0003475,              0.0003475,              0.0003475
                    197,                0.81484,                0.50153,                0.95725,                0.79508,                0.74847,                0.80249,                0.67156,                 1.1195,                 1.0094,                  1.129,               0.000298,               0.000298,               0.000298
                    198,                0.81464,                0.50276,                0.96078,                0.79438,                  0.749,                0.80282,                0.67163,                 1.1201,                 1.0105,                 1.1296,              0.0002485,              0.0002485,              0.0002485
                    199,                0.80914,                0.49873,                0.95705,                0.79368,                0.74979,                0.80254,                0.67138,                 1.1205,                 1.0114,                 1.1301,               0.000199,               0.000199,               0.000199
                    200,                0.81112,                0.49926,                0.95658,                0.79214,                0.75129,                0.80372,                0.67186,                 1.1207,                 1.0118,                   1.13,              0.0001495,              0.0001495,              0.0001495
