epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,1661.1,1.04648,0.87582,1.07498,0.70206,0.71089,0.76336,0.62392,1.19111,1.05815,1.12197,0.000109172,0.000109172,0.000109172
29,1717.05,1.04849,0.87152,1.07246,0.74571,0.68857,0.76215,0.61742,1.19957,1.05613,1.11499,0.000107697,0.000107697,0.000107697
30,1775.1,1.04592,0.87367,1.07372,0.81923,0.66587,0.76505,0.62468,1.18501,1.06057,1.11827,0.000106222,0.000106222,0.000106222
31,1834.51,1.03826,0.86393,1.07042,0.72005,0.69212,0.75366,0.61697,1.20152,1.05484,1.12024,0.000104747,0.000104747,0.000104747
32,1891.71,1.03633,0.85678,1.06858,0.78201,0.69386,0.76633,0.62576,1.19801,1.04973,1.11855,0.000103272,0.000103272,0.000103272
33,1950.17,1.03479,0.85048,1.06956,0.77124,0.68449,0.76867,0.62968,1.18863,1.07975,1.12467,0.000101797,0.000101797,0.000101797
34,2010.06,1.03752,0.85768,1.06717,0.7586,0.71115,0.76627,0.63641,1.18736,1.05084,1.11311,0.000100322,0.000100322,0.000100322
35,2066.44,1.02935,0.85166,1.06458,0.76571,0.70906,0.77487,0.63802,1.18761,1.05328,1.12181,9.88466e-05,9.88466e-05,9.88466e-05
36,2126.49,1.02963,0.8469,1.06637,0.75038,0.7036,0.75979,0.62986,1.18454,1.05012,1.1181,9.73715e-05,9.73715e-05,9.73715e-05
37,2182.42,1.02004,0.83524,1.06292,0.76222,0.70128,0.7742,0.63277,1.18392,1.06579,1.11938,9.58964e-05,9.58964e-05,9.58964e-05
38,2240.68,1.027,0.83868,1.06325,0.7223,0.7357,0.76992,0.62425,1.197,1.03467,1.12003,9.44213e-05,9.44213e-05,9.44213e-05
39,2298.81,1.02706,0.83656,1.06488,0.79074,0.70907,0.77519,0.62755,1.1933,1.07244,1.12349,9.29462e-05,9.29462e-05,9.29462e-05
40,2355.77,1.01981,0.833,1.06219,0.79327,0.68626,0.76406,0.62472,1.17994,1.06468,1.11267,9.14711e-05,9.14711e-05,9.14711e-05
41,2415.57,1.02037,0.82781,1.06029,0.76077,0.70709,0.76979,0.6328,1.19065,1.06015,1.12097,8.9996e-05,8.9996e-05,8.9996e-05
42,2475.07,1.01702,0.83079,1.05761,0.7529,0.71493,0.78129,0.63615,1.19051,1.07613,1.1267,8.85209e-05,8.85209e-05,8.85209e-05
43,2530.65,1.02035,0.8277,1.05969,0.7568,0.7043,0.77994,0.63225,1.19217,1.05503,1.12535,8.70458e-05,8.70458e-05,8.70458e-05
44,2590.32,1.01897,0.82092,1.05662,0.80239,0.69462,0.77028,0.63247,1.18467,1.03337,1.12119,8.55707e-05,8.55707e-05,8.55707e-05
45,2646.71,1.01425,0.81799,1.05294,0.76592,0.71421,0.77154,0.63762,1.19244,1.055,1.12574,8.40956e-05,8.40956e-05,8.40956e-05
46,2704.87,1.0118,0.81645,1.05604,0.79295,0.70593,0.78056,0.63957,1.19314,1.04093,1.12249,8.26205e-05,8.26205e-05,8.26205e-05
47,2762.13,1.00375,0.80667,1.05097,0.77833,0.6846,0.77395,0.63955,1.16817,1.01176,1.11267,8.11454e-05,8.11454e-05,8.11454e-05
48,2821.36,1.00744,0.81255,1.05506,0.79081,0.70662,0.77877,0.64532,1.17886,1.05046,1.116,7.96703e-05,7.96703e-05,7.96703e-05
49,2877.79,1.00041,0.80503,1.05079,0.77813,0.71302,0.78251,0.64565,1.19205,1.06601,1.12966,7.81952e-05,7.81952e-05,7.81952e-05
50,2937.58,1.0033,0.80676,1.05327,0.80894,0.69048,0.77087,0.6333,1.18031,1.05123,1.12027,7.67201e-05,7.67201e-05,7.67201e-05
51,2992.96,1.0053,0.80024,1.05291,0.74539,0.7341,0.78221,0.63922,1.17826,1.03,1.1123,7.5245e-05,7.5245e-05,7.5245e-05
52,3053.06,0.99898,0.8044,1.05116,0.77895,0.71865,0.79395,0.65723,1.18087,1.04241,1.11942,7.37699e-05,7.37699e-05,7.37699e-05
53,3109.81,1.0037,0.79983,1.05149,0.80545,0.67913,0.77494,0.63444,1.19164,1.06078,1.1245,7.22948e-05,7.22948e-05,7.22948e-05
54,3169.34,1.0013,0.79251,1.04822,0.78634,0.69898,0.77303,0.63422,1.21886,1.09235,1.14288,7.08197e-05,7.08197e-05,7.08197e-05
55,3226.38,0.99769,0.79164,1.04873,0.78918,0.68952,0.78318,0.64185,1.19832,1.08212,1.12293,6.93446e-05,6.93446e-05,6.93446e-05
56,3285.05,0.99558,0.78569,1.04691,0.82296,0.67021,0.77938,0.6369,1.20832,1.06371,1.14394,6.78695e-05,6.78695e-05,6.78695e-05
57,3341.57,0.99761,0.78993,1.04362,0.80129,0.69045,0.7761,0.63541,1.18595,1.04101,1.11951,6.63944e-05,6.63944e-05,6.63944e-05
58,3401.79,0.9924,0.78888,1.04417,0.72457,0.73748,0.79601,0.65145,1.20512,1.08159,1.13289,6.49193e-05,6.49193e-05,6.49193e-05
59,3458.55,0.98733,0.77695,1.04187,0.72659,0.75609,0.78883,0.64299,1.20448,1.10794,1.13034,6.34442e-05,6.34442e-05,6.34442e-05
60,3518.38,0.99164,0.7765,1.04282,0.73456,0.7529,0.79421,0.65093,1.19729,1.06134,1.13142,6.19691e-05,6.19691e-05,6.19691e-05
61,3577.12,0.98673,0.78019,1.04205,0.78224,0.7119,0.79346,0.64653,1.20057,1.04686,1.13017,6.0494e-05,6.0494e-05,6.0494e-05
62,3636.7,0.98907,0.77981,1.04324,0.78951,0.69224,0.78136,0.64254,1.19129,1.05285,1.12624,5.90189e-05,5.90189e-05,5.90189e-05
63,3693.88,0.98476,0.77575,1.04193,0.81933,0.68562,0.79362,0.64916,1.19687,1.0934,1.1299,5.75438e-05,5.75438e-05,5.75438e-05
64,3754.38,0.98406,0.77092,1.04092,0.76389,0.72345,0.79146,0.64396,1.19654,1.0386,1.12471,5.60687e-05,5.60687e-05,5.60687e-05
65,3811.48,0.98319,0.77395,1.0409,0.80375,0.70935,0.79103,0.64741,1.19755,1.07033,1.12873,5.45936e-05,5.45936e-05,5.45936e-05
66,3869.86,0.98386,0.7677,1.03946,0.80289,0.70359,0.79769,0.65219,1.18938,1.06574,1.12404,5.31185e-05,5.31185e-05,5.31185e-05
67,3928.89,0.97933,0.76529,1.0366,0.75453,0.73214,0.79043,0.65166,1.19472,1.04004,1.12269,5.16434e-05,5.16434e-05,5.16434e-05
68,3987.19,0.98133,0.76949,1.04192,0.7907,0.69966,0.78524,0.6366,1.19808,1.05492,1.12698,5.01683e-05,5.01683e-05,5.01683e-05
69,4046.63,0.97837,0.76361,1.03677,0.81383,0.6724,0.78641,0.64621,1.19052,1.05761,1.13293,4.86932e-05,4.86932e-05,4.86932e-05
70,4106.46,0.97631,0.75893,1.037,0.69535,0.77038,0.78907,0.6438,1.18874,1.05804,1.12658,4.72181e-05,4.72181e-05,4.72181e-05
71,4163.2,0.97159,0.75666,1.03543,0.7864,0.69355,0.77737,0.63891,1.18857,1.06518,1.12425,4.5743e-05,4.5743e-05,4.5743e-05
72,4223.24,0.96701,0.75545,1.03678,0.78576,0.7037,0.7883,0.64395,1.19545,1.0585,1.128,4.42679e-05,4.42679e-05,4.42679e-05
73,4279.55,0.97531,0.7557,1.03572,0.799,0.68975,0.79257,0.6476,1.19644,1.04297,1.12728,4.27928e-05,4.27928e-05,4.27928e-05
74,4337.52,0.96934,0.75643,1.03615,0.82105,0.66781,0.78964,0.64666,1.19762,1.08118,1.12801,4.13177e-05,4.13177e-05,4.13177e-05
75,4395.99,0.97041,0.75434,1.03274,0.78081,0.70296,0.7906,0.64727,1.19925,1.03866,1.12602,3.98426e-05,3.98426e-05,3.98426e-05
76,4453.73,0.96616,0.74955,1.03274,0.79293,0.68575,0.78436,0.64333,1.19001,1.03675,1.12631,3.83675e-05,3.83675e-05,3.83675e-05
77,4512.93,0.9698,0.75285,1.03404,0.77371,0.7007,0.78362,0.64196,1.18908,1.03426,1.12306,3.68924e-05,3.68924e-05,3.68924e-05
78,4573.13,0.97105,0.7541,1.03382,0.77046,0.70619,0.78855,0.64614,1.1942,1.04343,1.13085,3.54173e-05,3.54173e-05,3.54173e-05
79,4629.8,0.97136,0.75313,1.03381,0.80195,0.68941,0.79481,0.64671,1.18866,1.04827,1.12255,3.39422e-05,3.39422e-05,3.39422e-05
80,4689.42,0.9595,0.74284,1.02975,0.77851,0.70541,0.79157,0.65297,1.19496,1.05889,1.12866,3.24671e-05,3.24671e-05,3.24671e-05
81,4745.25,0.96584,0.74417,1.03138,0.71109,0.75915,0.79998,0.65524,1.1866,1.05356,1.12428,3.0992e-05,3.0992e-05,3.0992e-05
82,4801.94,0.96006,0.74331,1.02955,0.72937,0.75188,0.80388,0.65853,1.19021,1.04547,1.12721,2.95169e-05,2.95169e-05,2.95169e-05
83,4862,0.96006,0.74364,1.02967,0.77907,0.71302,0.79675,0.65552,1.1829,1.04843,1.1242,2.80418e-05,2.80418e-05,2.80418e-05
84,4917.53,0.96175,0.73716,1.0297,0.75075,0.75112,0.79819,0.65398,1.19249,1.05909,1.12858,2.65667e-05,2.65667e-05,2.65667e-05
85,4977.56,0.96015,0.7428,1.02831,0.73517,0.76092,0.79926,0.65992,1.19457,1.0455,1.13069,2.50916e-05,2.50916e-05,2.50916e-05
86,5037.33,0.95461,0.73847,1.02765,0.7571,0.71904,0.80917,0.66662,1.19383,1.04859,1.13062,2.36165e-05,2.36165e-05,2.36165e-05
87,5094.03,0.955,0.73835,1.02675,0.80016,0.69945,0.78764,0.64786,1.18714,1.03874,1.12753,2.21414e-05,2.21414e-05,2.21414e-05
88,5154.72,0.96059,0.74572,1.03022,0.72663,0.7416,0.79074,0.64947,1.1872,1.05219,1.12923,2.06663e-05,2.06663e-05,2.06663e-05
89,5212.07,0.95392,0.73359,1.02782,0.79639,0.68897,0.79227,0.6494,1.18899,1.05008,1.1292,1.91912e-05,1.91912e-05,1.91912e-05
90,5269.97,0.95227,0.73582,1.02765,0.79576,0.69909,0.7879,0.64574,1.19446,1.04906,1.13367,1.77161e-05,1.77161e-05,1.77161e-05
91,5347.69,0.94442,0.67031,1.01229,0.74742,0.76035,0.79328,0.64336,1.18979,1.05032,1.13292,1.6241e-05,1.6241e-05,1.6241e-05
92,5405.94,0.91721,0.63883,0.99907,0.7419,0.76695,0.80175,0.65541,1.18812,1.03879,1.12915,1.47659e-05,1.47659e-05,1.47659e-05
93,5461.19,0.91262,0.63337,0.99841,0.76426,0.75374,0.81144,0.66643,1.1923,1.04269,1.129,1.32908e-05,1.32908e-05,1.32908e-05
94,5521.1,0.90713,0.62557,0.99547,0.73685,0.76048,0.80846,0.6583,1.19313,1.05506,1.13298,1.18157e-05,1.18157e-05,1.18157e-05
95,5576.64,0.91155,0.63032,0.99731,0.7535,0.75598,0.80835,0.6561,1.19167,1.05233,1.13138,1.03406e-05,1.03406e-05,1.03406e-05
96,5634.56,0.90766,0.62521,0.99544,0.73572,0.77343,0.80669,0.65903,1.1929,1.04264,1.13098,8.8655e-06,8.8655e-06,8.8655e-06
97,5691.86,0.90546,0.62143,0.99604,0.74761,0.76089,0.81023,0.66344,1.1877,1.04382,1.12719,7.3904e-06,7.3904e-06,7.3904e-06
98,5747.63,0.90053,0.61757,0.99009,0.74821,0.755,0.80645,0.65703,1.1885,1.04866,1.12943,5.9153e-06,5.9153e-06,5.9153e-06
99,5806.93,0.90226,0.61491,0.99036,0.74545,0.7543,0.80622,0.65925,1.19074,1.04986,1.12976,4.4402e-06,4.4402e-06,4.4402e-06
100,5865.72,0.90123,0.61631,0.99149,0.74117,0.75517,0.79671,0.64948,1.18884,1.05217,1.12872,2.9651e-06,2.9651e-06,2.9651e-06
